english,russian
sniffer,нюхатель
sniffingly,сопя
sniffle,сопеть
sniffler,сопящий
sniffy,высокомерный
snifter,бокал
snigger,хихикать
sniggeringly,хихикая
snip,резать
snipe,бекас
sniped,стрелять
sniper,снайпер
snipes,стрелять
sniping,стрелять
snippet,обрезок
snippily,бесцеремонно
snippiness,обрывочность
snippy,бесцеремонный
snitch,стащить
snob,сноб
snobbery,снобизм
snobbish,спесивый
snobbishly,чванливо
snobbishness,снобизм
snobby,снобистский
snooker,снукер
snoop,подглядывать
snooped,подглядывать
snooper,ищейка
snoopy,высматривающий
snootily,заносчиво
snootiness,чванливость
snooty,чванливый
snooze,дремать
snoozer,дремлющий
snoozy,сонный
snore,храпеть
snorer,храпун
snort,фыркать
snorter,нагоняй
snot,сопля
snottily,нахально
snotty,нахальный
snout,рыло
snoutiness,наглость
snowball,снежок
snowbell,стиракс
snowbird,северянин
snowdrift,занос
snowdrop,подснежник
snowfall,снегопад
snowflake,снежинка
snowless,бесснежный
snowmobile,снегоход
snowmobiler,снегоход
snowplough,снегоочиститель
snowplow,снегоочиститель
snowshoe,снегоступ
snowslide,лавина
snowslip,лавина
snowstorm,метель
snowsuit,комбинезон
snowy,снежный
snub-nosed,курносый
snubber,демпфер
snuck,красться
snuff,нюхать
snuffbox,табакерка
snug,уютный
snugger,уютнее
snuggest,уютнейший
snuggle,прижиматься
snuggly,уютно
snugly,уютно
snugness,уютность
soaks,ропитывать
soaper,мыловар
soapily,мыльно
soapiness,намыленность
soapwort,мыльнянка
soapy,мыльный
soared,повышаться
soarer,летун
sobbed,рыдать
sobber,плакун
sobbingly,всхлипывая
sober,здравый
soberly,трезво
soberness,трезвость
sobers,протрезвлять
sobriety,трезвость
sobriquet,прозвище
sobs,всхлипывание
soc,#соц
sociability,общительность
sociable,общительный
sociably,общественно
socialism,социализм
socialistic,социалистический
socialities,общительность
sociality,общительность
socialization,обобществление
socialize,обобществлять
socializer,национализатор
socially,социально
socials,собрание
societal,социальный
societe,сосьете
societies,общество
society,общество
socio,социо
sociocybernetics,социокибернетика
socioeconomic,социоэкономический
sociologic,социологический
